201904110400: 0.26,201904110500: 0.24,201904110600: 0.5,201904110700: 0.86,201904110800: 0.96,201904110900: 1.0,201904111000: 0.98,201904111100: 0.99,201904111200: 0.89,201904111300: 0.96,201904111400: 0.85,201904111500: 0.73,201904111600: 0.74,201904111700: 0.77,201904111800: 0.81,201904111900: 0.87,201904112000: 0.98,201904112100: 0.95,201904112200: 0.95,201904112300: 0.73,201904120000: 0.49,201904120100: 0.98,201904120200: 0.57,201904120300: 0.35,
201904110500: 0.24,201904110600: 0.49,201904110700: 0.85,201904110800: 0.95,201904110900: 0.99,201904111000: 0.99,201904111100: 0.99,201904111200: 0.9,201904111300: 0.97,201904111400: 0.84,201904111500: 0.72,201904111600: 0.73,201904111700: 0.77,201904111800: 0.81,201904111900: 0.86,201904112000: 0.99,201904112100: 0.96,201904112200: 0.95,201904112300: 0.73,201904120000: 0.51,201904120100: 1.0,201904120200: 0.56,201904120300: 0.35,201904120400: 0.24,
201904110600: 0.5,201904110700: 0.85,201904110800: 0.95,201904110900: 0.99,201904111000: 0.99,201904111100: 1.0,201904111200: 0.9,201904111300: 0.97,201904111400: 0.84,201904111500: 0.72,201904111600: 0.73,201904111700: 0.76,201904111800: 0.81,201904111900: 0.86,201904112000: 0.99,201904112100: 0.96,201904112200: 0.95,201904112300: 0.72,201904120000: 0.5,201904120100: 0.99,201904120200: 0.56,201904120300: 0.35,201904120400: 0.25,201904120500: 0.24,
201904110700: 0.84,201904110800: 0.94,201904110900: 0.98,201904111000: 0.99,201904111100: 0.99,201904111200: 0.9,201904111300: 0.97,201904111400: 0.84,201904111500: 0.72,201904111600: 0.72,201904111700: 0.76,201904111800: 0.8,201904111900: 0.86,201904112000: 0.99,201904112100: 0.96,201904112200: 0.94,201904112300: 0.72,201904120000: 0.51,201904120100: 0.99,201904120200: 0.55,201904120300: 0.34,201904120400: 0.24,201904120500: 0.24,201904120600: 0.48,
201904110800: 0.96,201904110900: 1.0,201904111000: 0.98,201904111100: 0.99,201904111200: 0.89,201904111300: 0.96,201904111400: 0.85,201904111500: 0.73,201904111600: 0.73,201904111700: 0.77,201904111800: 0.81,201904111900: 0.86,201904112000: 0.98,201904112100: 0.96,201904112200: 0.95,201904112300: 0.73,201904120000: 0.49,201904120100: 0.96,201904120200: 0.58,201904120300: 0.36,201904120400: 0.25,201904120500: 0.24,201904120600: 0.5,201904120700: 0.84,
201904110900: 0.99,201904111000: 0.98,201904111100: 1.0,201904111200: 0.89,201904111300: 0.96,201904111400: 0.85,201904111500: 0.72,201904111600: 0.73,201904111700: 0.77,201904111800: 0.81,201904111900: 0.86,201904112000: 0.99,201904112100: 0.96,201904112200: 0.95,201904112300: 0.72,201904120000: 0.49,201904120100: 0.98,201904120200: 0.57,201904120300: 0.35,201904120400: 0.25,201904120500: 0.24,201904120600: 0.49,201904120700: 0.83,201904120800: 0.93,
201904110900: 1.0,201904111000: 0.98,201904111100: 0.99,201904111200: 0.89,201904111300: 0.96,201904111400: 0.85,201904111500: 0.73,201904111600: 0.74,201904111700: 0.77,201904111800: 0.82,201904111900: 0.87,201904112000: 0.98,201904112100: 0.95,201904112200: 0.96,201904112300: 0.73,201904120000: 0.5,201904120100: 0.99,201904120200: 0.57,201904120300: 0.35,201904120400: 0.25,201904120500: 0.24,201904120600: 0.49,201904120700: 0.83,201904120800: 0.93,
201904111000: 0.81,201904111100: 0.8,201904111200: 0.9,201904111300: 0.85,201904111400: 0.7,201904111500: 0.6,201904111600: 0.61,201904111700: 0.64,201904111800: 0.68,201904111900: 0.73,201904112000: 0.27,201904112100: 0.29,201904112200: 0.34,201904112300: 0.48,201904120000: 0.81,201904120100: 0.66,201904120200: 0.38,201904120300: 0.24,201904120400: 0.18,201904120500: 0.18,201904120600: 0.37,201904120700: 0.63,201904120800: 0.71,201904120900: 0.76,
201904111000: 0.82,201904111100: 0.81,201904111200: 0.92,201904111300: 0.86,201904111400: 0.71,201904111500: 0.61,201904111600: 0.62,201904111700: 0.65,201904111800: 0.7,201904111900: 0.75,201904112000: 0.27,201904112100: 0.28,201904112200: 0.34,201904112300: 0.47,201904120000: 0.79,201904120100: 0.67,201904120200: 0.39,201904120300: 0.25,201904120400: 0.18,201904120500: 0.18,201904120600: 0.37,201904120700: 0.64,201904120800: 0.73,201904120900: 0.77,
201904111000: 0.81,201904111100: 0.81,201904111200: 0.91,201904111300: 0.85,201904111400: 0.7,201904111500: 0.6,201904111600: 0.61,201904111700: 0.65,201904111800: 0.69,201904111900: 0.74,201904112000: 0.27,201904112100: 0.29,201904112200: 0.34,201904112300: 0.48,201904120000: 0.81,201904120100: 0.66,201904120200: 0.38,201904120300: 0.24,201904120400: 0.18,201904120500: 0.18,201904120600: 0.37,201904120700: 0.63,201904120800: 0.72,201904120900: 0.76,
201904111100: 0.81,201904111200: 0.91,201904111300: 0.86,201904111400: 0.7,201904111500: 0.61,201904111600: 0.62,201904111700: 0.65,201904111800: 0.69,201904111900: 0.74,201904112000: 0.27,201904112100: 0.29,201904112200: 0.34,201904112300: 0.48,201904120000: 0.8,201904120100: 0.66,201904120200: 0.38,201904120300: 0.25,201904120400: 0.18,201904120500: 0.18,201904120600: 0.37,201904120700: 0.64,201904120800: 0.72,201904120900: 0.77,201904121000: 0.78,
201904111200: 0.91,201904111300: 0.86,201904111400: 0.7,201904111500: 0.61,201904111600: 0.62,201904111700: 0.65,201904111800: 0.69,201904111900: 0.74,201904112000: 0.26,201904112100: 0.28,201904112200: 0.33,201904112300: 0.47,201904120000: 0.79,201904120100: 0.67,201904120200: 0.39,201904120300: 0.25,201904120400: 0.18,201904120500: 0.18,201904120600: 0.37,201904120700: 0.64,201904120800: 0.72,201904120900: 0.77,201904121000: 0.79,201904121100: 0.78,
201904111300: 0.86,201904111400: 0.7,201904111500: 0.61,201904111600: 0.62,201904111700: 0.65,201904111800: 0.69,201904111900: 0.74,201904112000: 0.27,201904112100: 0.28,201904112200: 0.34,201904112300: 0.47,201904120000: 0.8,201904120100: 0.66,201904120200: 0.39,201904120300: 0.25,201904120400: 0.18,201904120500: 0.18,201904120600: 0.37,201904120700: 0.64,201904120800: 0.72,201904120900: 0.77,201904121000: 0.79,201904121100: 0.78,201904121200: 0.85,
201904111400: 0.7,201904111500: 0.6,201904111600: 0.61,201904111700: 0.65,201904111800: 0.69,201904111900: 0.74,201904112000: 0.26,201904112100: 0.28,201904112200: 0.33,201904112300: 0.47,201904120000: 0.79,201904120100: 0.67,201904120200: 0.39,201904120300: 0.25,201904120400: 0.18,201904120500: 0.18,201904120600: 0.37,201904120700: 0.64,201904120800: 0.72,201904120900: 0.77,201904121000: 0.78,201904121100: 0.78,201904121200: 0.85,201904121300: 0.82,
201904111500: 0.61,201904111600: 0.62,201904111700: 0.65,201904111800: 0.69,201904111900: 0.74,201904112000: 0.27,201904112100: 0.28,201904112200: 0.34,201904112300: 0.47,201904120000: 0.8,201904120100: 0.66,201904120200: 0.38,201904120300: 0.25,201904120400: 0.18,201904120500: 0.18,201904120600: 0.37,201904120700: 0.64,201904120800: 0.72,201904120900: 0.77,201904121000: 0.78,201904121100: 0.78,201904121200: 0.85,201904121300: 0.82,201904121400: 0.71,
201904111600: 0.61,201904111700: 0.65,201904111800: 0.69,201904111900: 0.74,201904112000: 0.28,201904112100: 0.3,201904112200: 0.35,201904112300: 0.49,201904120000: 0.82,201904120100: 0.65,201904120200: 0.38,201904120300: 0.24,201904120400: 0.17,201904120500: 0.17,201904120600: 0.36,201904120700: 0.63,201904120800: 0.71,201904120900: 0.76,201904121000: 0.78,201904121100: 0.77,201904121200: 0.84,201904121300: 0.81,201904121400: 0.7,201904121500: 0.69,
201904111700: 0.65,201904111800: 0.69,201904111900: 0.75,201904112000: 0.28,201904112100: 0.29,201904112200: 0.35,201904112300: 0.48,201904120000: 0.81,201904120100: 0.65,201904120200: 0.38,201904120300: 0.24,201904120400: 0.18,201904120500: 0.18,201904120600: 0.37,201904120700: 0.63,201904120800: 0.72,201904120900: 0.77,201904121000: 0.78,201904121100: 0.78,201904121200: 0.85,201904121300: 0.82,201904121400: 0.71,201904121500: 0.7,201904121600: 0.72,
201904111800: 0.69,201904111900: 0.74,201904112000: 0.26,201904112100: 0.28,201904112200: 0.34,201904112300: 0.47,201904120000: 0.79,201904120100: 0.67,201904120200: 0.39,201904120300: 0.25,201904120400: 0.18,201904120500: 0.18,201904120600: 0.37,201904120700: 0.64,201904120800: 0.72,201904120900: 0.77,201904121000: 0.79,201904121100: 0.78,201904121200: 0.85,201904121300: 0.82,201904121400: 0.71,201904121500: 0.69,201904121600: 0.72,201904121700: 0.75,
201904111900: 0.74,201904112000: 0.27,201904112100: 0.29,201904112200: 0.34,201904112300: 0.48,201904120000: 0.8,201904120100: 0.66,201904120200: 0.38,201904120300: 0.25,201904120400: 0.18,201904120500: 0.18,201904120600: 0.37,201904120700: 0.64,201904120800: 0.72,201904120900: 0.77,201904121000: 0.79,201904121100: 0.78,201904121200: 0.85,201904121300: 0.82,201904121400: 0.71,201904121500: 0.69,201904121600: 0.72,201904121700: 0.75,201904121800: 0.78,
